Priority,Business Name,Type,Phone,Rating,Reviews,Address,Maps Link,Website
C - Restaurant,Haldiram's - T3 INT Departure Right A,restaurant,08071 370 015,4.6,19,"T-3, IGI Airport International Departure, IDPL Twp, Sector 22A, Sector 19, New Delhi, Gurugram, Delhi 122016, India",https://maps.google.com/?cid=18212699591582152592&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://hrstores.haldiram.com/haldiram-s-t3-int-departure-right-a-restaurants-igi-airport-new-delhi-455547/Home
C - Restaurant,Tamarind Foods,restaurant,099018 66770,4.9,18,"651, Ground Floor, K-08, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=9190567799417353394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://tamarindfoods.in/
C - Restaurant,Aravali – Signature Fine Dining at Welcomhotel New Delhi by ITC Hotels | Near IGI Airport & Gurgaon,restaurant,092180 12508,4.8,18,"Gurgaon - Delhi Expy, near Toll Plaza, D Block, Kapas Hera, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=10802290131082444883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://welcomhoteldelhi.com/restaurant/
C - Restaurant,Yum Yum Cha,asian_restaurant,098100 02993,4.4,17,"Tuli House, 90, Phase IV, DLF Phase 2, Sector 24, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10879940551539383280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://yumyumcha.in/
C - Restaurant,Manna dosa point,south_indian_restaurant,092177 99844,4.9,15,"MANA DOSA POINT, Shop no -11, Lohia Market, NR Road, DLF Phase, 3, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18360527796980829994&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,The Village Cafe,vegetarian_restaurant,099900 08431,4.1,14,"F3RQ+QF9, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8407938046647594875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Curry culture,restaurant,081785 96098,5,11,"Speed Kitchen, 651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1394805213696381696&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,WOW China,chinese_restaurant,070440 36673,4.6,11,"No FT/2, 1st Floor, Dlf Cyber Hub, DLF Cyber City, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=793057899166895305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://restaurantswowchina.wowmomo.com/wow-china-dlf-cyber-park-food-truck-chinese-restaurants-cyber-city-gurugram-334971/Home?utm_source=locator&utm_medium=googleplaces
C - Restaurant,OMI by Aldott,restaurant,088008 87353,4.4,10,"5th Floor, The Aldott, 81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=774273037069650918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.thealdott.com/
C - Restaurant,Well Served,restaurant,096433 25256,4.6,9,"Kitchen No.27, Plot, 651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=488429392517653251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://wellserved.in/
C - Restaurant,House Of Chaap,restaurant,092169 59549,5,7,"111, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7914471783684889453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Hudson Chopsticks,chinese_restaurant,099589 41440,4.7,7,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11583655672066628149&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://link.zomato.com/xqzv/rshare?id=48189580305636ca
C - Restaurant,Divyansh bhature,restaurant,073030 58782,5,6,"Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18148276094428942633&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,LAXMI HOTEL,restaurant,098910 68147,3.4,5,"Shop No-17, near Union Bank, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2738553516296504156&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Pollo Campero,chicken_restaurant,0124 466 5434,3.3,4,"No 12, Food Union, Ambience Mall 3rd Floor Food Court, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18302854083640094635&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.campero.com/
C - Restaurant,Khana khazana dhaba,vegetarian_restaurant,080570 79836,5,3,"832, Shri Ganesh Mandir Marg, A Block, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1725062068626703743&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Roast & Curry,restaurant,097111 10279,5,3,"Shop no 1, Housing Board Colony, market, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13570691240716791789&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,The Food Corner,restaurant,099907 49508,3.3,3,"Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8497682003740311337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Somdhara Hospitality Pvt Ltd,restaurant,070117 58704,5,3,"H NO 301, Gulmohar Residency, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9118440189694791267&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Veggie Delight,restaurant,098110 30055,5,2,"Cyber city, 69A, Siris Rd, near Mehrauli-Gurgaon Road, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3832572480757126914&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,cafe coffee day,restaurant,092668 76692,3,2,"213, U 60 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4740950305112895757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Ashish Restaurant,restaurant,095829 31910,5,2,"Shop 4 Plot 20, Ground Floor, Olad Delhi Road, Satguru Enclave Rd, opposite Maruti Gate 1, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14291611470394040468&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Brijwasi Fast Food,restaurant,095682 46540,5,2,"near Old Delhi Road, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9889523488906501052&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,SUSHIL SAH SWIGGY SERVICE,restaurant,085275 56256,5,1,"Shop No -43, near Sahara Mall, Sector 28, Chakkarpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15699905583054030520&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,NIRAJ PANDAY SWIGGY SERVICE,restaurant,062054 28661,5,1,"Shop No -25, Nambardar Road, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4842206219773814525&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Food Adda26,restaurant,098187 33041,5,1,"MG Road, Main Market, near by Metro Pillar No. 63, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8097710189771456544&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Between 2 buns,restaurant,098090 00901,5,1,"V-23/1, V block, Sector 24, DLF phase 3 Gurgaon - 122001, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9832644792909154820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,R.K Tea Stall,restaurant,093048 40233,5,1,"Plot No.199, Udyog Vihar II Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=989567045149351167&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,SOUTH INDIAN FOOD,south_indian_restaurant,073488 78292,5,1,"G37Q+G7R, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6953237946091581363&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,AVNEESH KUMAR SWIGGY SERVICE,restaurant,092609 85045,,,"Shop No -32, Namvardar Market, near Sahara Mall, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17249255248427244220&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,RAUSHAN KUMAR SWIGGY SERVICE,restaurant,088640 89385,,,"Shop No -14, near Sahara Mall, Sector 28, Chakkarpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11893575988345791360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Sachin Briyani,restaurant,078958 54314,,,"near Metro Station, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=497110517516547899&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Pasta Dal Cuore,italian_restaurant,098105 77069,,,"50, Gulmohar Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15774629866547635234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Pandit dabha,vegetarian_restaurant,085120 25613,,,"Ganpact, Phase-4, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11235442113325521863&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Yadav Restaurant,restaurant,088814 14222,,,"U1/39, 40, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=257841834022415140&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Jivika Gernal And Tea Stall,restaurant,073004 66978,,,"Shop No.45, Balveer Market, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12512616422225997731&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Balanced Bite,restaurant,096678 98008,,,"Lower Ground, DLF Moulsari Arcade, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11382383701215679739&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,MOD Masala by MOD avenue,restaurant,099119 99668,,,"53, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=12707186499284385903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,SHRI KHATU SHYAM JI BREAK FAST LUNCH DINNER,restaurant,098180 59654,,,"OPP GURGAON ONE, Old Delhi Gurugram Rd, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3490303173670636494&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Taste of Tongue by Ma says Chinese,restaurant,092664 52369,,,"B 23, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7076331602902621398&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Pushpendra Tea Stall,restaurant,098707 55437,,,"Shop No.55, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3460482523470694298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Restaurant,Guddu Shop,vegetarian_restaurant,092087 95084,,,"Shop No 2, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1087871609873241239&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Fig at MG,cafe,084471 02226,4.4,1002,"Ground Floor, TOWER-A, Global Gateway Towers, Unit 1, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=128419131791281617&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.instagram.com/figatmgroad/
C - Cafe,Mjöl Bake House,cafe,099539 09226,4.5,324,"Ground Floor, TOWER-A, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4740528216294227490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,"The Floof Pet Bakery ( Gourmet Dog cakes and more , made to order)",dog_cafe,097166 57130,4.8,110,"floor Sector 46, 1581, P-3, near amity school, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1566543514142475247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,"Chai Point - MD Regent Plaza, Gurgaon",cafe,088801 41000,4.6,101,"Ground Floor JMD Regent Plaza, Mehrauli-Gurgaon Rd, near IndiGo Guru Dronacharya Metro, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10267535365122981093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://mdregentplaza.chaipoint.com/
C - Cafe,Cafe OMI,cafe,098110 08684,4.5,50,"The Aldott, 81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4956889282761145308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.thealdott.com/
C - Cafe,Avanços Coffee Co. (Specialty Coffee Studio),cafe,096190 51704,4.8,25,"Ground Floor, 378-379, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16350112867204062609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://avancoscoffee.com/
C - Cafe,On The Go | Cyberpark,cafe,073032 39944,4.4,25,"Ground Floor, DLF Cyber Park, Block A, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16202259229296130249&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Simba’s Barkery- PET Bakery,dog_cafe,088002 83344,5,11,"IDPL Twp, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13933193203044742409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://simbasbarkery.in/
C - Cafe,"Keventers - DLF Cyber Park, Gurugram",cafe,1800 102 5064,3.9,8,"Cyber park, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13008756771375548786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Chandan E service STORE,internet_cafe,097438 43719,3.6,8,"C/O 429 , Shop Name - ChandanEserviceStore vats Market gali, near icici atm, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9060328069156956543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Dunkin’ - RMZ Infinity,cafe,092052 16875,3.4,5,"RMZ Infinity, Plot No 15, nearby Apollo Pharmacy, Phase-4, Sector 18, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=10404451364558400551&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.jubilantfoodworks.com/brands/dunkin-donuts
C - Cafe,Digital Q Services,internet_cafe,079869 75145,4.7,3,"Hanuman Chowk, 178A, Old Gurgaon ROad, Chowk, Carterpuri, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13216910683674049998&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Mahinder Cafe,cafe,087507 06690,5,3,"Shop No 25, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16642768761289946661&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,First Coffee | DLF Atrium,cafe,092173 56974,5,1,"Tower 3, Ground Floor, DLF Phase III Atrium Place, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10105880570471587597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://nearme.firstcoffee.co.in/first-coffee-dlf-atrium-48094/home?utm_source=GBP
C - Cafe,Jai Shree Ram Ram Laadu,cafe,090276 47678,5,1,"48, 48, Old Delhi Gurugram Rd, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6796375651052553343&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Cafe,Deepak Vyas,cafe,090791 61849,,,"Shop No.64, Main Market, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15855923030011707324&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Other,Uchef Foods,wholesaler,099994 83171,4.9,79,"BTR Complex, Plot No. 586, Ground Floor, Phase V, Dundahera, Shankar Chowk Marg, Gurugram 122016, Dundahera Village, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=1255822015837888365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.uchef.in/
C - Other,Danone Foods & Beverages India Pvt Ltd,corporate_office,0124 471 4900,3.8,15,"The Centruim, Office Premise No. 1, 3rd Floor, Level 4, Phoenix Market City, LBS Marg, Kurla West, DLF Cyber City, DLF Phase 2, Sector 24, Mumbai, Gurugram, Maharashtra 122002, India",https://maps.google.com/?cid=8964870912543906405&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Other,Vardaan Foods,asian_grocery_store,092661 59868,4.6,10,"Building No. 793, Road DLF Phase-III, U27, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4088415507468090477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.vardaanfoods.co.in/
C - Other,"BraaiCraft - BBQs, Offset Smokers, Grills, Firepits & Outdoor Kitchens",manufacturer,099808 51233,5,7,"150, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10202035394158606253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.braaicraft.com/
C - Other,Biryani House,butcher_shop,083950 90008,3.7,3,"16/8, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7980274320240788407&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Other,The Momos Mafia,food_court,093101 50591,4,3,"Plot no. 243, Udyog Vihar Phase V Rd, opposite to SP infocity, Rajiv Nagar, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1954573002371431105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Other,Balaji Biryani Stall,food_court,087886 11718,5,1,"Shop 1, Airtel Road, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11993921328430983343&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
C - Other,Narayan Fast Food,food_court,099582 14320,5,1,"Sec 21 Vaco, Binary Candor, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10222797787254170664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,
