phone_number,contact_phone,contact_name,known_name,city,source,is_first_call,call_count,days_since_last_call,memory_summary,past_outcome,known_facts,next_action,do_not_call,business_name,segment,type,rating,reviews,address,maps_link,website,roles_needed,status,notes
+918178403858,+918178403858,Curry Garden,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.6★ (1252 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Curry Garden,Restaurant,north_indian_restaurant,4.6,1252,"Near Atul Kataria Chowk, Old, Old Delhi Gurugram Rd, next to Sapna Nursery, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=7838862556383106487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919953660799,+919953660799,Amber Wall Restaurant,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.8★ (60 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Amber Wall Restaurant,Restaurant,restaurant,4.8,60,"6th floor, Hotel Amber Palace, 29/4, Anamika Enclave, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=17995679024574870452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.amberpalacehotels.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919213777333,+919213777333,Dana Choga,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4★ (7029 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Dana Choga,Restaurant,north_indian_restaurant,4,7029,"Shop no 7 & 8, Old Delhi Gurgaon Road, Atul Kataria Chowk, near Air Force Station, Rajiv Nagar, Sector 14, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9537693992723330437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.danachoga.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919266981113,+919266981113,Saahib’s Mughlai Kitchen,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.3★ (195 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Saahib’s Mughlai Kitchen,Restaurant,north_indian_restaurant,4.3,195,"SHOP No. 1, Huda Market Rd, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=10057579271830761341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+911244085255,+911244085255,Kabab & Curry,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.3★ (1198 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Kabab & Curry,Restaurant,north_indian_restaurant,4.3,1198,"Shop No. 11, Market Complex, Near Mehrauli Road, Sector 14, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=13516288347302820439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919821269126,+919821269126,Adbhutam cafe,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.8★ (410 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Adbhutam cafe,Restaurant,restaurant,4.8,410,"Shop no, Ground floor, HSVP market, SCF 21, Sector 14, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=13396790443056565787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.adbhutam.co.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919220270600,+919220270600,Apni Rasoi - Sector 14 Gurugram,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.6★ (135 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Apni Rasoi - Sector 14 Gurugram,Restaurant,restaurant,4.6,135,"Shop No. 17, Huda Market, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=15680396048780519323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://apnirasoi.co.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918071890245,+918071890245,Haldiram's - Gurugram Sector 14,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.4★ (3180 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Haldiram's - Gurugram Sector 14,Restaurant,family_restaurant,4.4,3180,"SCO 17, Industrial Estate, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=16092989034369757752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://hrstores.haldiram.com/haldiram-s-gurugram-sector-14-restaurants-sector-14-gurugram-394804/Home?utm_source=locator&utm_medium=googleplaces,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919220523869,+919220523869,Bikanervala | Sector 14 Gurugram,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.5★ (734 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Bikanervala | Sector 14 Gurugram,Restaurant,family_restaurant,4.5,734,"IDC, Plot No. 91, Mehrauli-Gurgaon Rd, Industrial Development Area, Sector 14, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=4075130288368549650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://bikanervala.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919217534918,+919217534918,TASTEERA RESTAURANT & CAFE,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.7★ (401 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,TASTEERA RESTAURANT & CAFE,Restaurant,cafe,4.7,401,"FIRST FLOOR, Huda Market, SCO NO. 40, Sector 31, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=9560527020067582486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://tasteera.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919910264389,+919910264389,Madurai Meenakshi Bhawan South Indian Restaurant,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.1★ (2423 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Madurai Meenakshi Bhawan South Indian Restaurant,Restaurant,south_indian_restaurant,4.1,2423,"DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=17197803230122958867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919582262545,+919582262545,Downtown Diner & Fresh Beer Cafe,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.5★ (10828 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Downtown Diner & Fresh Beer Cafe,Restaurant,brewery,4.5,10828,"34, Leisure Valley Rd, Sector 29, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=7437754272007483219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://downtownbrewery.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918448290935,+918448290935,Urban Tadka Restaurant & Sweets,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.4★ (192 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Urban Tadka Restaurant & Sweets,Restaurant,north_indian_restaurant,4.4,192,"Huda Market, S.C.O. 93, Main, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=70937010384029359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://urbantadka.co.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918448763020,+918448763020,Xero Degrees,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4★ (443 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Xero Degrees,Restaurant,cafe,4,443,"SCF 93, MARKET, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=1567723952777935585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://xero-degrees.grexa.site/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918796267666,+918796267666,Tandoori Hut Sector 14,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.4★ (13 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Tandoori Hut Sector 14,Restaurant,vegetarian_restaurant,4.4,13,"Huda Market, Sector 14 Main Rd, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=16298341134493170658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918800807807,+918800807807,The Burger Club,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.3★ (1215 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,The Burger Club,Restaurant,fast_food_restaurant,4.3,1215,"97, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=5166962788583496647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.theburgerclub.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918010070707,+918010070707,OM Sweets,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.2★ (19665 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,OM Sweets,Restaurant,confectionery,4.2,19665,"84-85 Shopping Complex Sector 14 DLF Colony Main Huda Market, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=2394427531314481878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.omsweets.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919999534299,+919999534299,Half ninja Half crunch,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.9★ (89 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Half ninja Half crunch,Restaurant,fast_food_restaurant,4.9,89,"M16, Block B, Old DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=2228916594080704212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918065486215,+918065486215,Sawariya's Cafe,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.7★ (17 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Sawariya's Cafe,Restaurant,cafe,4.7,17,"Shop no 169, Huda Market, Adampur(90, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=17999754204706045963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://sawariyascafe.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918657891042,+918657891042,The Belgian Waffle Co,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.5★ (174 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,The Belgian Waffle Co,Restaurant,dessert_restaurant,4.5,174,"DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=14154950755281062207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://thebelgianwaffle.co/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919050206091,+919050206091,Gogrill BBQ,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 5★ (33 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Gogrill BBQ,Restaurant,indian_restaurant,5,33,"Old Delhi Gurugram Rd, opp. Air Force School, Rajiv Nagar, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=12247951279273416884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.instagram.com/gogrill_bbq?igsh=MWE5ZzAzNzlqNzN2MQ==,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918826002788,+918826002788,"Cafe AURIKA | Sushant Lok -1, Sector 43",,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.2★ (998 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,"Cafe AURIKA | Sushant Lok -1, Sector 43",Restaurant,cafe,4.2,998,"C - 14, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122003, India",https://maps.google.com/?cid=8473026297624317265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919971356570,+919971356570,Madras Restaurant and cafe gurgaon,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4★ (118 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Madras Restaurant and cafe gurgaon,Restaurant,south_indian_restaurant,4,118,"Sco 17, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=3864609520937439708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918657098577,+918657098577,Burger King,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.2★ (166 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Burger King,Restaurant,fast_food_restaurant,4.2,166,"Ground Floor, SCF Site No 87 & 88, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=553779569688396214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://stores.burgerking.in/burger-king-fast-food-restaurant-sector-14-gurugram-516882/Home?utm_source=locator&utm_medium=googleplaces,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919773880222,+919773880222,Veer Da Chappar,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.6★ (2409 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Veer Da Chappar,Restaurant,family_restaurant,4.6,2409,"Shop no 2 , 1st floor, metro pillar no 19, Mehrauli-Gurgaon Rd, opposite rapid, near City court, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9248604169908416945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://veerdachappar.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919354053531,+919354053531,Rolls Mania,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.9★ (391 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Rolls Mania,Restaurant,fast_food_restaurant,3.9,391,"59, Sector 14 Main Rd, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=6217503359892538295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://rollsmania.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918377028002,+918377028002,RKN RASOI,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.8★ (56 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,RKN RASOI,Restaurant,restaurant,4.8,56,"F29V+C3J, Mehrauli Rd, near Cloud nine Hospital, Anamika Enclave, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=15809865745500706736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919811597417,+919811597417,South Store,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3★ (38 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,South Store,Restaurant,south_indian_restaurant,3,38,"Market, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=9104845673598420936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919971127666,+919971127666,That Bar and Cafe,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.2★ (140 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,That Bar and Cafe,Restaurant,bar,4.2,140,"SCO-61, Ground floor, Sector 29, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=3268785103023415157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918800003440,+918800003440,Ridhi Sidhi Restaurant,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.2★ (3086 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Ridhi Sidhi Restaurant,Restaurant,vegetarian_restaurant,4.2,3086,"Ramlila Ground, भीम नगर मार्ग, भीम नगर, सेक्टर 6, गुरुग्राम, हरियाणा 122001, India",https://maps.google.com/?cid=244383583502214529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ridhisidhirestaurant.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919810553672,+919810553672,Nazims Kathi Roll,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.9★ (631 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Nazims Kathi Roll,Restaurant,fast_food_restaurant,3.9,631,"Shop No 36-37, Main Market, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=18083083615346121166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+9118001025247,+9118001025247,Nirula's Sector-14 Gurgaon,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.7★ (82 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Nirula's Sector-14 Gurgaon,Restaurant,fast_food_restaurant,3.7,82,"Building No.364, 4, Mehrauli Rd, near Kalyani Hospital, Anamika Enclave, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=373475534590390521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://delivery.nirulas.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919253188888,+919253188888,The Rajender Chaap,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.5★ (254 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,The Rajender Chaap,Restaurant,fast_food_restaurant,4.5,254,"Mother dairy, Om sweets market Sector 14 Huda market , om sweets market, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=5260256877258894335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918800998500,+918800998500,AL-Lazeez Food Restaurant,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 2.4★ (27 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,AL-Lazeez Food Restaurant,Restaurant,restaurant,2.4,27,"Ground Floor, Huda Market, Scf-90, Road, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=4622008928359554875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919810986722,+919810986722,Karim's Mughlai Food,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.8★ (2060 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Karim's Mughlai Food,Restaurant,north_indian_restaurant,3.8,2060,"Delhi Rd, Prem Nagar, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=7052209781749230378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+918929032490,+918929032490,"Pizza Hut | Huda Market, Gurugram",,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.1★ (2540 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,"Pizza Hut | Huda Market, Gurugram",Restaurant,pizza_restaurant,4.1,2540,"Ground Floor, SCO 24, Old Delhi Rd, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=5155537721088375037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://restaurants.pizzahut.co.in/pizza-hut-sector-14-pizza-restaurant-sector-14-gurugram-1248/Home?utm_source=locator&utm_medium=googleplaces,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919818891162,+919818891162,Indian and Chinese Corner,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.7★ (126 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,Indian and Chinese Corner,Restaurant,north_indian_restaurant,3.7,126,"Shop No:76, Huda Market Back side Road Om Sweets Sector -14, DLF Colony, market, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=16609627654740430848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919971133557,+919971133557,21 Gun Salute,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 4.3★ (4312 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,21 Gun Salute,Restaurant,fine_dining_restaurant,4.3,4312,"First Floor, SCO 35-36, Leisure Valley Rd, opp. Bikaner Wale, Sector 29, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=18136137560713518366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://21gunsalute.co.in/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
+919711519989,+919711519989,McDonald's,,Gurugram,Google Maps,true,0,,,,"Restaurant in Gurugram, rated 3.6★ (300 reviews); Switch can staff: Waiter, Kitchen Helper, Cook, Dishwasher",First outreach: introduce Switch on-demand staffing; qualify roles & headcount needed.,false,McDonald's,Restaurant,restaurant,3.6,300,"No. 66, Main Rd, near Vodafone Idea Store, DLF Colony, Sector 14, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=1327800241093990579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://mcdindia.com/,"Waiter, Kitchen Helper, Cook, Dishwasher",New,
