Priority,Business Name,Category,Suggested Roles to Pitch,Phone,Address,Maps,Status,Owner,Last Contact,Next Action,Notes
P3,Kanika Chanda,makeup_artist,"Helper, housekeeping, security guard",098993 22789,"24, Bougainvilla Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17503019648336775893&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Sringarika Beauty Parlour,makeup_artist,"Helper, housekeeping, security guard",093127 43651,"2, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16676333072627015105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,ROYAL BITE,meal_delivery,"Helper, housekeeping, security guard",099993 58896,"Sub. Major Laxmi Chand Rd, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17902535156618146895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Shree Shyam Food Point,meal_takeaway,"Helper, housekeeping, security guard",093190 58955,"House 327, Indstuil Complex, Bangla Mohhalla, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=16711795553173081560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Party Night Club,night_club,"Helper, housekeeping, security guard",088605 88499,"3rd Floor, opposite Mehrauli-Gurgaon Road, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=18178014570981489862&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Zen Flats 1rk Fully Furnished Independent Balcony flats,real_estate_agency,"Helper, housekeeping, security guard",088824 48888,"8, Galli No. 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10943634660660502643&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Antrasha Guitar & Vocal Classes,school,"Helper, housekeeping, security guard",070113 31148,"834, near yadav chopal, behind Sahara Mall, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5082730287867939191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Saloon,tanning_studio,"Helper, housekeeping, security guard",078350 83121,"12, Nathupur, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9497573919554125955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Double Tree Resorts and Holidays India Private Limited,tour_agency,"Helper, housekeeping, security guard",073039 44472,"4th Floor, Vashisth Complex, 427, sikanderpur, Sector 28, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6171341754056815722&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Uchef Foods,wholesaler,"Helper, housekeeping, security guard",099994 83171,"BTR Complex, Plot No. 586, Ground Floor, Phase V, Dundahera, Shankar Chowk Marg, Gurugram 122016, Dundahera Village, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=1255822015837888365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,DLF Phase 3 Art of Living Center,yoga_studio,"Helper, housekeeping, security guard",080676 12345,"V1/26, V-1, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16479641461880537929&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
