Priority,Business Name,Category,Suggested Roles to Pitch,Phone,Address,Maps,Status,Owner,Last Contact,Next Action,Notes
P2,Nikhil,grocery_store,"Store helper, packer, loader, delivery",094186 49882,"Shimla Road, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1580968161021414413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Rakhi Devi Shop,grocery_store,"Store helper, packer, loader, delivery",093197 71963,"Rakhi Devi Shop, Ambedkar Colony, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16169535734979307196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Ravi store,grocery_store,"Store helper, packer, loader, delivery",099718 44990,"2, Jangra Bazar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5877100820134442002&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Rupesh Pan Shop,grocery_store,"Store helper, packer, loader, delivery",093541 69061,"Rupesh Pan Shop, Sabji Mandi, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16822496902980155656&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Sameer Kirana Store,grocery_store,"Store helper, packer, loader, delivery",095188 90925,"Shop Number 48, Phase I, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13919455764324874993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Suhail Khan Shop,grocery_store,"Store helper, packer, loader, delivery",084451 72969,"Suhail Khan Shop, near Mg Metro, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4895142053118817296&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Virasat,grocery_store,"Store helper, packer, loader, delivery",098100 24261,"29/1, Shahtoot Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13326775281013871915&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Atomic Health & Fitness Gym,gym,"Front desk, housekeeping, trainer assistant",088268 37563,"M-13, Block M, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15121769802576929703&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,"Fitness First Ambience Mall | Best gym in DLF Phase 3, Gurugram",gym,"Front desk, housekeeping, trainer assistant",099106 60803,"6th Floor, Ambience Mall, Gate No. 03 & 04, NH 48, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8364293576877616735&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Knox Gurgaon,gym,"Front desk, housekeeping, trainer assistant",093155 22626,"Ground Floor, 393, Udyog Vihar Phase 3 Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15768310906160257436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Made 2 Fit,gym,"Front desk, housekeeping, trainer assistant",098181 37179,"U-42 Rd, U Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6173903412606045375&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Classic Hair Unisex Salon,hair_salon,"Receptionist, helper, housekeeping",082950 25986,"Shop No-1, Block B, Nathupur Rd, Nathupur, Sector 26A, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11826939181481920591&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Dilip Hair Cutting Saloon,hair_salon,"Receptionist, helper, housekeeping",070420 63960,"6-98, Block A, Nathupur, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1915434577540150937&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Handsome Salon,hair_salon,"Receptionist, helper, housekeeping",084590 69437,"Wats Market, Tibri Mohala, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2625197942987977637&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Joya Saloon,hair_salon,"Receptionist, helper, housekeeping",097601 99630,"Shop No-5, Old Delhi Rd, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10576538706976959312&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Metro Hair Cutting Saloon,hair_salon,"Receptionist, helper, housekeeping",091366 93752,"Shop, Street No. 1, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17118814320311760797&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Naim Hair Cutting Saloon,hair_salon,"Receptionist, helper, housekeeping",099582 65762,"Shop No 12, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16881380112692553190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,SAFIYA HAIR STYLE SALON UNISEX,hair_salon,"Receptionist, helper, housekeeping",087501 49527,"Plot No A55/12 Near Rapid Metro Station A BLOCK, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14732878791743251573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Saurabh Salon,hair_salon,"Receptionist, helper, housekeeping",093158 51072,"U Block, DLF Phase IV, Sector 24, New Delhi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8047224924010286891&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Smart Look Mens Saloon,hair_salon,"Receptionist, helper, housekeeping",090690 07717,"38, Dundahera Village, Sec20, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8739505018129286394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,TOKUMI HAIR GURGAON,hair_salon,"Receptionist, helper, housekeeping",084479 47612,"India, Haryana, Gurugram, Sector 26A, Golf Course Rd, A-14/6",https://maps.google.com/?cid=9494507944041275514&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Ananda Sangha Gurgaon,health,"Receptionist, attendant, housekeeping, guard",088006 69210,"1st Floor, Community Centre, K Block, DLF Phase II, Gurgaon, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=10412088656766234006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,"Shri Shubhda Ayurveda Clinic - Joint Pain, Infertility, Agnikarma, Nadi Parikshan, DeAddiction Ayurvedic Treatment in Gurgaon",health,"Receptionist, attendant, housekeeping, guard",072066 87292,"Ground floor, 31, M-13, Phase 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8941588876578289689&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Arvend Hospital,hospital,"Receptionist, attendant, housekeeping, guard",099102 97981,"F4P2+28Q, DLF City, DLF Phase 3, Sector 24, Sikanderpur Ghosi, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=756090744625611457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,"Garg,s Dentario",hospital,"Receptionist, attendant, housekeeping, guard",095991 91203,"27, A-46 St, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5199566689916569119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Lord Krishna Hospital,hospital,"Receptionist, attendant, housekeeping, guard",081302 57978,"V/813, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5503133124554583702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Medzone Diagnostic,hospital,"Receptionist, attendant, housekeeping, guard",088826 04678,"5, N-12 Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4781848822049814043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Anya Home Massage & Spa,massage_spa,"Receptionist, helper, housekeeping",093546 88592,"SCO-24C, 24B, Rd Number 44, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4460751544160337023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Emerald Spa,massage_spa,"Receptionist, helper, housekeeping",096504 36015,"Shop No. 9, 1st floor, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5189463031806686833&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Full Body Relax Spa,massage_spa,"Receptionist, helper, housekeeping",093540 84049,"Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=7714943009009129252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Emoha Elder care & Medical Centre,medical_center,"Receptionist, attendant, housekeeping, guard",098968 05260,"One Apartments, Old Delhi Gurugram Rd, Sector 22A, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16559375704809189869&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Sevati devi memorial digital medical centre,medical_center,"Receptionist, attendant, housekeeping, guard",088103 19629,"M4/17a, near Cyber City, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13063594511951547370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,"Dr. Bharti's Holistic Wellness Clinic - Gurugram | Arthritis, Sciatica, Joint Pain, Psoriasis, Liver Treatment",medical_clinic,"Receptionist, attendant, housekeeping, guard",092147 00222,"14, Kachnar Marg, near Dr. Roli Bawa MDS BDS, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1080918153178576385&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Hair Now,medical_clinic,"Receptionist, attendant, housekeeping, guard",099990 03675,"N-1/2, N-1, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=706423532802638977&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Holter on Demand | Best Holter | Best ABPM |BEST ELR | BEST SLEEP STUDY | AT HOME | GURUGRAM | DELHI | NCR,medical_clinic,"Receptionist, attendant, housekeeping, guard",099996 57722,"8, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5977963624985016670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Pathkind Labs,medical_clinic,"Receptionist, attendant, housekeeping, guard",085277 59166,"Shop No 12, 5, N-12 Rd, near Gauri Shankar mandir, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14559111789585979954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Colourful Nails Studio,nail_salon,"Receptionist, helper, housekeeping",092113 97272,"Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14195586510736769143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,CutifyMe DLF Phase 2,nail_salon,"Receptionist, helper, housekeeping",083739 97373,"DLF Phase 2, Sector 25 Central Arcade Shop Number 115, First Floor, above Frontier Bakery, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9871789476186830147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,"AMBIENCE MALL, GURUGRAM",shopping_mall,"Store helper, packer, loader, delivery",088608 00800,"NH- 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5019076698321661990&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Pittara,shopping_mall,"Store helper, packer, loader, delivery",087008 28415,"DLF Cyber Park, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9274760749409802535&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Tistabene Bilaspur,shopping_mall,"Store helper, packer, loader, delivery",073003 00100,"Highway King Bilaspur Manesar, F3JC+GXX, Jaipur - Delhi Expy, Sector 18, Bilaspur, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12068267388342653583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Alz Day Spa MG Road Gurgaon Massage Parlour,spa,"Receptionist, helper, housekeeping",088106 43162,"Shop No.-187, 1st Floor, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=2633408747063736829&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Calm Spa,spa,"Receptionist, helper, housekeeping",096258 05637,"Lower Ground, Shop No - 30, City Centre Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=7979793373294730793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Flex Body Spa MG Road,spa,"Receptionist, helper, housekeeping",092201 45309,"3rd Floor, MGF Metropolis Mall, SN016, Mehrauli-Gurgaon Rd, next City Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=18060246517549173835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Kristi premium spa-In Mgf Metropolis Mall Mg Road Gurgaon,spa,"Receptionist, helper, housekeeping",096672 41353,"LG Floor,shop, MGF Metropolis Mall, 2-20, near Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7789827847266880119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Massage Spa Gurgaon,spa,"Receptionist, helper, housekeeping",098913 61132,"Shop No.63, 2nd Floor, MGF Metropolitan Mall, Sector 28, Maruti Housing Colony, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=14980726135948241084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Next Body Spa,spa,"Receptionist, helper, housekeeping",098115 75475,"Rear End, MGF Metropolis Mall, near Miraj Maxium Cinema, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5630714424824240504&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,The Kam Spa - Spa in MG Road,spa,"Receptionist, helper, housekeeping",088000 02832,"LG 30, DLF City, Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11273813962317318213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,The Leela Spa,spa,"Receptionist, helper, housekeeping",097175 96198,"NH-8, Hotel, Residences, The Leela Ambience, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13743138760042923607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Tuskany Wellness Spa,spa,"Receptionist, helper, housekeeping",079826 19787,"Shop no.4A, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Metro, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16040781427620191758&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Elite Proteins,store,"Store helper, packer, loader, delivery",070651 26702,"249, Intellect Building, Second Floor, Phase-4, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8542751983667045990&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Antara Integrated Wellness Clinic (AIWC),wellness_center,"Receptionist, helper, housekeeping",070426 17222,"49, Gulmohar Marg, opp. Bharti Airtel, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8808909355708137598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,IP,wellness_center,"Receptionist, helper, housekeeping",096503 21911,"U 71/19, U Block, DLF Phase 3, Nathupur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16370261217705161884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,Loving life,wellness_center,"Receptionist, helper, housekeeping",098110 23357,"near, Guru Dronacharya Metro Station, DLF CITY, DLF City, Garden Estate, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=110702948488360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P2,V Life Hub,wellness_center,"Receptionist, helper, housekeeping",099900 12515,"C801, Ambience Lagoon Dr, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6037214964103008547&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,"School For European Pastry & Culinary Arts | Culinary, Baking & Pastry School in Gurugram",,"Helper, housekeeping, security guard",098330 43063,"784, Phase V, HSIIDC, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4513107325639872815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Yog Kshetra,,"Helper, housekeeping, security guard",098111 10094,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14094927403771322761&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Essel Prime (Essel Tower Club),association_or_organization,"Helper, housekeeping, security guard",099111 14258,"229, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16709182036653269725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Cyber Hub SOCIAL,bar,"Helper, housekeeping, security guard",092280 35641,"Ground Floor, DLF Tower, W 10 Rd, DLF Cyber City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17813582100991630548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Koaster BYOB,bar_and_grill,"Helper, housekeeping, security guard",099909 05917,"Peepal Chowk, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8545062311095087583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,HARSHITA HOSPITALITY SERVICES,bed_and_breakfast,"Helper, housekeeping, security guard",099107 99186,"57-A, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=567838696316283129&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Swan's Nest,bed_and_breakfast,"Helper, housekeeping, security guard",093544 59738,"36, H-33 Rd, Block H, DLF Phase 1, DLF PH-2, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15505228982603259619&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Herbalweb,consultant,"Helper, housekeeping, security guard",086790 76463,"DLF Cyber Park, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16481778489684939669&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,The Clarks Hotels and Resorts,corporate_office,"Helper, housekeeping, security guard",092058 67733,"Emaar Mgf Capital Tower, 707, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14935858074664973065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,"ASHA MULTI SPECIALITY CLINIC :DR SUSHIL MADAN ,MD BEST & MOST SENIOR PEDIATRICIAN IN GURGAON",doctor,"Helper, housekeeping, security guard",099997 77222,"U 14/1, NEAR Mother Dairy Milk Shop - DLF Phase 3, Gurugram, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6822662432655953503&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Dr Pankaj Verma,doctor,"Helper, housekeeping, security guard",072310 31111,"G-49, Antara Care, Gulmohar Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=560461277437901282&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,"Dr. Isha Narang Dermatologist, Gurgaon I Skin & Hair Specialist I Imperial London & MAMC",doctor,"Helper, housekeeping, security guard",097520 07200,"Clinic No 9, Golf Course Rd, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9754788246339663452&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Spar Hypermarket,hypermarket,"Helper, housekeeping, security guard",088677 91886,"Metro Station, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, near Lower Ground, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=8071595933369217833&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Purple Inn,inn,"Helper, housekeeping, security guard",080889 88711,"F4H4+44X, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14773817620757531565&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
P3,Diara Makeup Studio And Salon by Priya,makeup_artist,"Helper, housekeeping, security guard",097119 11919,"377, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11105315415109672556&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Not contacted,,,,
