name,primary_type,all_types,phone,website,address,rating,reviews,status,maps_url,place_id
Job Carpenter,storage,storage|point_of_interest|establishment,,,"L-6/3, L-6, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=12332476886017855567&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ5XdtCgAZDTkRT1DPN2PCJas
Home Packers And Movers Gurgaon,moving_company,shipping_service|moving_company|storage|transportation_service|service|point_of_interest|establishment,092899 11084,http://essencemovers.com/,"455/5, Main Market, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,1,OPERATIONAL,https://maps.google.com/?cid=5520992588468395328&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJE4zySuMZDTkRQB05-4GBnkw
Luxoratech,transportation_service,transportation_service|point_of_interest|establishment,097186 86984,https://www.luxoratech.in/,"V11, 1, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=10983888495501868028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJlyq8hSsZDTkR_HvjOmScbpg
Agarwal Packers & Movers Gurgaon,moving_company,moving_company|transportation_service|service|point_of_interest|establishment,096547 67078,,"Shop Number 9, Q-3, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,10,OPERATIONAL,https://maps.google.com/?cid=3468722083621893279&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJqQWWCpIZDTkRn_TVYltgIzA
SUD’s Residence : 23plusone,shoe_store,shoe_store|store|point_of_interest|establishment,,https://instagram.com/23plusone?igshid=OGQ5ZDc2ODk2ZA==,"5, Q-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,2,OPERATIONAL,https://maps.google.com/?cid=4942563529850059567&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJHw33pMkZDTkRL3uD9FeDl0Q
NSGA Travels,taxi_service,taxi_service|transportation_service|service|point_of_interest|establishment,,,"16, Galli Number 37, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,19,OPERATIONAL,https://maps.google.com/?cid=13942853943803864338&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ-Wvun0IZDTkREmWVG8r3fsE
Park2Land (coming soon),parking_lot,parking_lot|parking|transportation_service|service|point_of_interest|establishment,,https://park2land.com/,"F3PX+CMX, S Block, Garden Estate, Nathupur, Sector 24, Gurugram, Haryana 122010, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=472137984498353932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ4-8twAoZDTkRDEf-0v5ejQY
Parking Zen Mobility,parking,parking|transportation_service|point_of_interest|establishment,,,"F3PC+VQ2, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",5,9,OPERATIONAL,https://maps.google.com/?cid=1607801491938488684&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJo2EgQgAZDTkRbDFWPPAOUBY
FOOT OVER BRIDGE,transportation_service,transportation_service|point_of_interest|establishment,,,"F3PG+GR6, NH 48, Sector 18, Gurugram, Haryana 122015, India",5,2,OPERATIONAL,https://maps.google.com/?cid=9384197792256621326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ5X2U7T0ZDTkRDvt1JSxeO4I
Genpact opposite ( UBER shuttle Drop / Pickup ),transportation_service,transportation_service|point_of_interest|establishment,,,"39, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=4891346098869726628&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJCRUZfwAZDTkRpG2fiFyN4UM
L Discovery warehouse gurugram,winery,winery|farm|manufacturer|service|food|point_of_interest|establishment,,,"BLOCK-G, MGF THE VILLAS, Mushedpur, DLF Phase 2, Sector 25, Shahpur, Gurugram, Haryana 122002, India",4.2,17,OPERATIONAL,https://maps.google.com/?cid=11333775005408203347&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJCdpYd0kZDTkRU5KOiVGoSZ0
Krishna Packers And Movers Pvt Ltd,transportation_service,transportation_service|point_of_interest|establishment,092271 61442,,"MM4, Madhya Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=11538906875681871883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJpXvRT6YZDTkRC5hU7apuIqA
DLF Cyber City Surface Parking - 6,transportation_service,transportation_service|point_of_interest|establishment,,,"122022, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4,2,OPERATIONAL,https://maps.google.com/?cid=11258997494206030499&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJu2plWjAZDTkRo-IpeZH-P5w
Phase-2,subway_station,subway_station|transit_station|transportation_service|point_of_interest|establishment,062910 17800,http://www.rapidmetrogurgaon.com/,"U Block, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.4,275,OPERATIONAL,https://maps.google.com/?cid=15851950323007451814&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJGXyfWzAZDTkRpnL_39Rw_ds
Professional Cargo Packers And Movers,transportation_service,transportation_service|point_of_interest|establishment,092533 04001,,"Shop No,98/25, Cyber City, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=9589339791620964609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJe81BYlkZDTkRAQEW5rstFIU
Lohia house,storage,storage|point_of_interest|establishment,,,"D-4/69, Nathupur, Sector 24, Gurugram, Haryana 122010, India",3.7,3,OPERATIONAL,https://maps.google.com/?cid=17006248409971674351&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJG0Jl1DoZDTkR78xpbtNUAuw
sajid,taxi_service,taxi_service|transportation_service|service|point_of_interest|establishment,,,"U Block, Nathupur, Sector 24, Gurugram, Haryana 122010, India",5,1,OPERATIONAL,https://maps.google.com/?cid=2129908510122799868&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJXZo0uZ4ZDTkR_HLzVYH0jh0
Miraj Alam,chauffeur_service,chauffeur_service|transportation_service|point_of_interest|establishment,099587 22932,,"F3QX+5RG, Nathupur, Sector 24, Gurugram, Haryana 122002, India",5,1,CLOSED_TEMPORARILY,https://maps.google.com/?cid=4128848411437493477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ_Q5WdYIZDTkR5ewqL8GdTDk
Kamal Narayan,parking_lot,parking_lot|parking|transportation_service|service|point_of_interest|establishment,,,"F3QX+5RG, Nathupur, Sector 24, Gurugram, Haryana 122010, India",,,OPERATIONAL,https://maps.google.com/?cid=7110632775411856341&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ4y8CYgAZDTkR1XOs4tUKrmI
All india cab service,chauffeur_service,chauffeur_service|transportation_service|point_of_interest|establishment,,,"Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.2,5,OPERATIONAL,https://maps.google.com/?cid=13508906426949489338&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJccswUecZDTkRutJQctJGebs
DHRL Packers And Movers,moving_company,storage|shipping_service|moving_company|transportation_service|service|point_of_interest|establishment,097286 50456,,"Shop No.15, Main Road, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,8,OPERATIONAL,https://maps.google.com/?cid=11280357033086710789&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ02AbhewfDTkRBXS2qPTgi5w
RAMS Services,transportation_service,transportation_service|point_of_interest|establishment,,,"Booth no. B90, urban estate, Sector 18, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=16334717810945074048&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJQayMNQAZDTkRgKOg002TsOI
Railway Ticketing Office,train_ticket_office,train_ticket_office|transportation_service|point_of_interest|establishment,,,"38, Sector 17/18 Dividing Rd, Sector 17, Gurugram, Haryana 122015, India",4.3,47,OPERATIONAL,https://maps.google.com/?cid=5698523291493759844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJR0KSSgwZDTkRZHvG1b04FU8
Groccy Warehouse,storage,storage|point_of_interest|establishment,,,"F3Q8+X6P, Sector 18, Sarhol, Gurugram, Haryana 122015, India",3,1,OPERATIONAL,https://maps.google.com/?cid=12315695597367931902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ1y4mLg0ZDTkR_jP1-uQj6qo
ACPL Transport UDYOG VIHAR,transportation_service,transportation_service|point_of_interest|establishment,074101 05079,https://www.acplcargo.com/,"Plot, No 24, Old Dehi Road, near Sheetal Hotel, Noble Enclave, Sector 22, Palam Vihar Extension, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=4124947339482105049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJgU1PDT0ZDTkR2QQGF8DBPjk
Best roadways Lmt,transportation_service,transportation_service|point_of_interest|establishment,,,"F3Q8+X6P, Sector 18, Sarhol, Gurugram, Haryana 122015, India",5,2,OPERATIONAL,https://maps.google.com/?cid=8884580987074625897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJqW41AgAZDTkRacHF0FVfTHs
Suntek Axpress India Pvt Ltd Gurgaon,transportation_service,transportation_service|point_of_interest|establishment,,,"4, Sub. Major Laxmi Chand Rd, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",5,3,OPERATIONAL,https://maps.google.com/?cid=12058568539219215844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJeVJKSacZDTkR5MXchzKkWKc
BR21 Nalanda Tourist,chauffeur_service,chauffeur_service|transportation_service|point_of_interest|establishment,076670 72108,,"Shop 23, Sarhaul Marg, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=5487950363596962550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ37IoeOEZDTkR9josf8cdKUw
"Tata1MG, Sector-18",storage,storage|point_of_interest|establishment,,,"42, Sector 18, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=10431578171931379730&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJbxfWeKoZDTkREkiwGBRpxJA
Rajawat Brother's Bus Service (महाकाल ट्रेवल्स),travel_agency,travel_agency|transportation_service|service|point_of_interest|establishment,088608 92929,,"Gali no 2, near Munjal Showa Limited, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",4.7,3,OPERATIONAL,https://maps.google.com/?cid=9533599568872276178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJtcFPUAAZDTkR0gBz9UsmToQ
Shree Maruti Courier Service Pvt. Ltd,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,093503 49947,,"1st Floor, Pehalwan Market, Opposite Fiat Service Works, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",3.4,76,OPERATIONAL,https://maps.google.com/?cid=3821264192136687378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ____PzgYDTkREi86bYnbBzU
Self Storage India Warehouse,storage,storage|point_of_interest|establishment,090902 06090,https://selfstorageindia.com/,"Dynamic Business Park, Maruti Industrial Development Area, Plot No 29, Sector 18, Gurugram, Haryana 122015, India",4.7,126,OPERATIONAL,https://maps.google.com/?cid=4971849768365511659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJeRg8ExQZDTkR69MIuAWP_0Q
Western Technologies Pvt Ltd,storage,storage|point_of_interest|establishment,,,"28, Sector 18, Gurugram, Sarhol, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=11239807683255658901&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJoXnsPwAZDTkRlekocInR-5s
Global Network International,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,0124 401 1871,http://www.gniexpress.com/,"Shed No 3,Mahindra Market, opp. Passport Office, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",5,5,OPERATIONAL,https://maps.google.com/?cid=7521249049351769959&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJDeTvyRUZDTkRZ0_bPSnYYGg
BMW Charging Station,electric_vehicle_charging_station,electric_vehicle_charging_station|transportation_service|point_of_interest|establishment,,https://onelink.to/5695dc,"F3RH+493, behind Office Premises, Gu, Sector 18, Shahpur, Gurugram, Haryana 122015, India",4.7,3,OPERATIONAL,https://maps.google.com/?cid=12461802199983829088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ4zbk5RUZDTkRYLA3TxM38aw
FlyMyParcel,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,098113 91139,http://www.flymyparcel.com/,"Mahindra Market, near Passport office, Sector 18, Gurugram, Haryana 122015, India",4.7,6,OPERATIONAL,https://maps.google.com/?cid=2541786200634344889&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJk0ykxxUZDTkRucXMHxU9RiM
Kartik International,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,088532 22925,http://www.kartikinternational.com/,"Godown-1, Mahendra Singh Compound, near Passport Office, Sector 18, Gurugram, Haryana 122015, India",5,7,OPERATIONAL,https://maps.google.com/?cid=10371184804709298000&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJdec_WNAZDTkRUG-giKHZ7Y8
Atlas Chowk Service Lane Ferri Shuttle Stop,transit_depot,transit_depot|transportation_service|point_of_interest|establishment,,,"Atlas Chowk Drop Express, F3RJ+5M6, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.3,55,OPERATIONAL,https://maps.google.com/?cid=130622383829066034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJX-xI_pwZDTkRMqHYs10Q0AE
Rajesh Motor,chauffeur_service,chauffeur_service|transportation_service|point_of_interest|establishment,083689 08162,,"8, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=11100772635634397803&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ5WlNpXwZDTkRa3Jdz-XdDZo
BMW Destination Charging Station,electric_vehicle_charging_station,electric_vehicle_charging_station|transportation_service|point_of_interest|establishment,080707 43743,https://www.bmw.de/de/index.html,"F3QH+QP8, Sector 18, Gurugram, Shahpur, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=6775426951602309482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJtR4oBz4ZDTkRagndK-omB14
GLIDA Charging Station,electric_vehicle_charging_station,electric_vehicle_charging_station|transportation_service|point_of_interest|establishment,1800 120 3578,https://onelink.to/5695dc,"The Oberoi Centre, Building, N-11, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=4130641352928428837&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJPcXteDgZDTkRJYPW52z8Ujk
GLIDA Charging Station,electric_vehicle_charging_station,electric_vehicle_charging_station|transportation_service|point_of_interest|establishment,1800 120 3578,https://onelink.to/5695dc,"Building No 5, DLF Epitome, Indian Oil petrol pump, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",5,1,OPERATIONAL,https://maps.google.com/?cid=17614991383670322955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJv4sgxTAZDTkRC3c80VUFdfQ
Ajay airtel Xstream Fiber broadband connection,service,service|point_of_interest|establishment,097179 79573,,"U16, road, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",4.9,60,OPERATIONAL,https://maps.google.com/?cid=11931707324098114339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJOUOgvBMZDTkRI3PLKJjwlaU
Dtdc Express Service Gurgaon,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,078383 00093,,"U55 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.9,11,OPERATIONAL,https://maps.google.com/?cid=4888222481630355776&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ4SvoUAUZDTkRQOGnuHJ01kM
Neha,storage,storage|point_of_interest|establishment,,,"C-2/58, Nathupur, Sector 24, Gurugram, Haryana 122002, India",5,5,OPERATIONAL,https://maps.google.com/?cid=12970893960013035000&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJGZuBMjkZDTkR-DXWeVXfAbQ
Kosik Mondal,transit_depot,transit_depot|transportation_service|point_of_interest|establishment,,,"F4Q2+XR8, Nathupur, Sector 24, Gurugram, Haryana 122002, India",2.5,2,OPERATIONAL,https://maps.google.com/?cid=5747062762427531010&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJG6BnbgQZDTkRAj9eGCKrwU8
Aashish international packers and movers,transportation_service,transportation_service|point_of_interest|establishment,087965 34461,,"Office No 3, No 2, Maruti Gate, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",5,5,OPERATIONAL,https://maps.google.com/?cid=5190184089614730898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ170PyOkZDTkRksZeRO48B0g
FlyMyParcel,courier_service,courier_service|shipping_service|transportation_service|service|point_of_interest|establishment,098118 51185,http://www.flymyparcel.com/,"shed no 3,mahendra complex, Behind Airterl Building Sec, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",2.1,11,CLOSED_TEMPORARILY,https://maps.google.com/?cid=8434814691335269532&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJsVDPSm0ZDTkRnOxIr0V7DnU
DTDC - Sector 18,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,098105 48641,,"office-2, Chhattar Singh Market ciemens ltd sectore 18 Opp, Plot no 6, Sector 37, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",2.9,53,OPERATIONAL,https://maps.google.com/?cid=5461537583557547352&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJrTQk-RIZDTkRWJVk635Hy0s
NHGrid,electric_vehicle_charging_station,electric_vehicle_charging_station|transportation_service|point_of_interest|establishment,077383 98035,http://nhgrid.com/,"90B, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=11820834942316236277&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ__9GExMZDTkR9c1IJcAKDKQ
TRANS ORANGE PACKERS & MOVERS,corporate_office,corporate_office|point_of_interest|establishment,040 3247 3573,,"Plot no. 15, Hitech Building, Sector 14, near Khatala Chawk, Maruthi, gate no. 3, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",5,4,CLOSED_TEMPORARILY,https://maps.google.com/?cid=10199762584336165308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJE0fYdhUZDTkRvGmtoAfWjI0
APL LOGISTICS | VASCOR,,point_of_interest|establishment,1800 123 827 267,http://www.apllvascor.com/,"Plot No 19, 4th Floor, Sewa Tower, Phase-4, Phase IV, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",4.4,66,OPERATIONAL,https://maps.google.com/?cid=4667896067267145762&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAQDA2DcZDTkRIrDm2b2yx0A
Parking Space for Passport Office Visitors,transportation_service,transportation_service|point_of_interest|establishment,,,"F3RM+X3M, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",3.4,17,OPERATIONAL,https://maps.google.com/?cid=15304050647402855535&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJy0cYPmMZDTkRb7wIv_roYtQ
Maa Cab Service,taxi_service,taxi_service|transportation_service|service|point_of_interest|establishment,091280 24748,,"Shop 14, Phase IV, DLF Phase 2, Sector 18, Gurugram, Haryana 122015, India",,,OPERATIONAL,https://maps.google.com/?cid=14999340356159637621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJWcsnLJ0ZDTkRdYgTgpVcKNA
"Hii Style Furniture - Office Chairs, Table, sofa, Storage racks & Almirah for Office or warehouse",furniture_store,general_contractor|furniture_store|home_improvement_store|home_goods_store|storage|supplier|store|manufacturer|service|point_of_interest|establishment,099996 65133,http://www.hiistylefurniture.com/,"Cyber Hub, Dlf Cyber City, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",1,5,OPERATIONAL,https://maps.google.com/?cid=16552462455033943147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJVaML5SkZDTkRa9RJducotuU
Crown Cabs,taxi_service,taxi_service|tour_agency|travel_agency|transportation_service|service|point_of_interest|establishment,,https://crowncabs.in/,"Office no 28, DLF Tower 8th Rd, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",5,8,OPERATIONAL,https://maps.google.com/?cid=16689586376591514071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJIYQ13vAZDTkR15nvYGJSnec
Office parking Harman,transportation_service,transportation_service|point_of_interest|establishment,,,"F3RQ+PVG, Unnamed Road, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",4,1,OPERATIONAL,https://maps.google.com/?cid=2637210953191970147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJxfQw22QZDTkRY9XGrmNBmSQ
Leo Packers And Movers,transportation_service,transportation_service|point_of_interest|establishment,077427 44127,,"Gala 17 Road, u37, near RBS Hospital, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,17,OPERATIONAL,https://maps.google.com/?cid=7500941564057920545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ4ZWNO54ZDTkRIaSiXpyyGGg
DTDC - Cyber Green,courier_service,courier_service|shipping_service|service|point_of_interest|establishment,0124 410 4619,,"U-46/11, U-46 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.1,27,CLOSED_TEMPORARILY,https://maps.google.com/?cid=5895534726606356489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJqUz98jYZDTkRCQBaFJkl0VE
Maxx Relocation Packers and Movers / Storage,transportation_service,transportation_service|point_of_interest|establishment,098702 71204,,"Shop no .0398, V Block, DLF Phase 3, Sector 24, G-Town, Gurugram, Haryana 122002, India",,,OPERATIONAL,https://maps.google.com/?cid=14802744945063730848&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJAdHgNZMfDTkRoJ47Zxnqbc0
Xtracare Logistics Pvt. Ltd.,shipping_service,shipping_service|transportation_service|service|point_of_interest|establishment,099992 21851,http://xclpl.com/,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.3,20,OPERATIONAL,https://maps.google.com/?cid=24196804108459802&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ8UkXjDYZDTkRGp-Ved32VQA
