name,primary_type,all_types,phone,website,address,rating,reviews,status,maps_url,place_id
Lotus Villas,service,point_of_interest|service|establishment,,,"Bakshi Mansion, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",,,OPERATIONAL,https://maps.google.com/?cid=2123784182815107870&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJBYllHwAZDTkRHqtJRHYyeR0
Marwah Financial Services (MFS),finance,finance|point_of_interest|establishment,0124 401 6746,https://marwahfinancial.com/,"1021, Lower Ground, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",5,30,OPERATIONAL,https://maps.google.com/?cid=6491252663443055212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJzV5Up0IBDTkRbOLUv-ePFVo
BraaiCraft Smokehouse,restaurant,restaurant|meal_takeaway|food|point_of_interest|establishment,099808 51233,http://www.braaicraftsmokehouse.com/,"17, BraaiCraft Smokehouse, inside Lotus Villas, Sector 28, DLF City IV, Gurugram, Haryana 122002, India",4.7,26,OPERATIONAL,https://maps.google.com/?cid=1783312227886832286&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJk1THpMkZDTkRnhrO2gWZvxg
Big Jack's,american_restaurant,american_restaurant|diner|fast_food_restaurant|breakfast_restaurant|restaurant|food|point_of_interest|establishment,,,"786, Next to House No. 1126,, Sector 28, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",4.3,18,CLOSED_TEMPORARILY,https://maps.google.com/?cid=3808601804424598383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJSfW3L9kYDTkRb9Ojiynf2jQ
Cybnetics,service,point_of_interest|service|establishment,093115 72247,https://www.cybnetics.work/,"1021, Lower Ground Floor, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,86,OPERATIONAL,https://maps.google.com/?cid=10469262484733332&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJSVVVFV0BDTkRlH12H70xJQA
O Sweet Oven Artisanal Patisserie,bakery,bakery|food_store|food|point_of_interest|store|establishment,099108 59552,https://www.osweetoven.com/,"763, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,4,OPERATIONAL,https://maps.google.com/?cid=6660157373177909213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJT33EqpkZDTkR3c93CNihbVw
O.P.L Solar,manufacturer,manufacturer|point_of_interest|establishment,099115 23099,,"1003, Spring House Building, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",,,CLOSED_TEMPORARILY,https://maps.google.com/?cid=2429396672144943747&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ9atJOd8ZDTkRgyq33WbztiE
Lexi's Gourmet Sandwiches | DLF - 4,restaurant,restaurant|food|point_of_interest|establishment,088515 99795,https://linktr.ee/lexis_sandos,"No 63, Shop No 1, GF, at H, 1126, inside Lotus Villas, Sector 28, DLF Phase IV, Gurugram, Haryana 122002, India",4,101,OPERATIONAL,https://maps.google.com/?cid=14380814363377229697&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJTULScAwZDTkRgV_vfXjqksc
Jagadisvari Foods Pvt Ltd,wholesaler,supplier|wholesaler|manufacturer|food|point_of_interest|establishment,099580 97005,https://www.simplyfarmfresh.co.in/,"Shop No 14(GF), 1126, Lotus villa, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.7,15,OPERATIONAL,https://maps.google.com/?cid=6969798958027661912&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJu1NgJYwZDTkRWGIgiTmzuWA
Baap of Rolls,restaurant,restaurant|food|point_of_interest|establishment,,http://www.baapofrolls.com/,"1125, DLF Galleria Rd, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4,93,OPERATIONAL,https://maps.google.com/?cid=12450457474941078188&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJPyYyzxEZDTkRrEr4rBvpyKw
